,Title,Worldwide,Domestic,Foreign,Year
2319,The Man in the Moon,"$2,853,801","$2,853,801",-,1991
2320,Return to the Blue Lagoon,"$2,807,854","$2,807,854",-,1991
2321,Straight Out of Brooklyn,"$2,712,293","$2,712,293",-,1991
2322,Naked Lunch,"$2,641,357","$2,641,357",-,1991
2323,Showdown in Little Tokyo,"$2,275,557","$2,275,557",-,1991
2324,29th Street,"$2,120,564","$2,120,564",-,1991
2325,Cadence,"$2,070,871","$2,070,871",-,1991
2326,The Double Life of Véronique,"$2,002,966","$1,999,955","$3,011",1991
2327,Ju Dou,"$1,986,433","$1,986,433",-,1991
2328,Madame Bovary,"$1,942,423","$1,942,423",-,1991
2329,Spartacus 1991 Re-release,"$1,830,650","$1,830,650",-,1991
2330,Prospero's Books,"$1,750,301","$1,750,301",-,1991
2331,Everybody's Fine,"$1,745,470","$1,745,470",-,1991
2332,My Father's Glory,"$1,730,856","$1,730,856",-,1991
2333,High Heels,"$1,710,057","$1,710,057",-,1991
2334,Citizen Kane 1991 Re-release,"$1,585,634","$1,585,634",-,1991
2335,Truly Madly Deeply,"$1,554,742","$1,554,742",-,1991
2336,Life Is Sweet,"$1,516,414","$1,516,414",-,1991
2337,Company Business,"$1,501,785","$1,501,785",-,1991
2338,My Mother's Castle,"$1,477,071","$1,477,071",-,1991
2339,Mister Johnson,"$1,464,242","$1,464,242",-,1991
2340,Book of Love,"$1,382,259","$1,382,259",-,1991
2341,At Play in the Fields of the Lord,"$1,345,903","$1,345,903",-,1991
2342,City of Hope,"$1,345,015","$1,345,015",-,1991
2343,Hearts of Darkness: A Filmmaker's Apocalypse,"$1,318,449","$1,318,449",-,1991
2344,The Rapture,"$1,277,404","$1,277,404",-,1991
2345,Kickboxer 2: The Road Back,"$1,250,712","$1,250,712",-,1991
2346,The Comfort of Strangers,"$1,244,381","$1,244,381",-,1991
2347,Slacker,"$1,228,108","$1,228,108",-,1991
2348,Cool as Ice,"$1,193,062","$1,193,062",-,1991
2349,Year of the Gun,"$1,182,273","$1,182,273",-,1991
2350,The Unborn,"$1,159,578","$1,159,578",-,1991
2351,Daddy Nostalgia,"$1,108,429","$1,108,429",-,1991
2352,Kafka,"$1,059,071","$1,059,071",-,1991
2353,An Angel at My Table,"$1,054,638","$1,054,638",-,1991
2354,Whore,"$1,008,404","$1,008,404",-,1991
2355,Screenplay: Antonia and Jane,"$1,002,078","$1,002,078",-,1991
2356,Meeting Venus,"$1,000,348","$1,000,348",-,1991
2357,Talkin' Dirty After Dark,"$978,775","$978,775",-,1991
2358,The Taking of Beverly Hills,"$939,277","$939,277",-,1991
2359,Beastmaster 2: Through the Portal of Time,"$869,325","$869,325",-,1991
2360,The 23rd Tournee of Animation,"$862,309","$862,309",-,1991
2361,The Miracle,"$835,519","$835,519",-,1991
2362,Until the End of the World,"$829,625","$829,625",-,1991
2363,Poison,"$787,280","$787,280",-,1991
2364,Mindwalk,"$774,048","$774,048",-,1991
2365,The Story of Boys & Girls,"$741,221","$741,221",-,1991
2366,Rosencrantz & Guildenstern Are Dead,"$739,104","$739,104",-,1991
2367,The British Invasion Returns,"$729,102","$729,102",-,1991
2368,Thousand Pieces of Gold,"$717,772","$717,772",-,1991
2369,Dice Rules,"$637,327","$637,327",-,1991
2370,Queens Logic,"$612,781","$612,781",-,1991
2371,Auntie Danielle,"$604,624","$604,624",-,1991
2372,The Pope Must Diet,"$582,510","$582,510",-,1991
2373,The Search for Signs of Intelligent Life in the Universe,"$579,854","$579,854",-,1991
2374,Rich Girl,"$561,000","$561,000",-,1991
2375,Hangin' with the Homeboys,"$532,933","$532,933",-,1991
2376,"Sex, Drugs, Rock & Roll","$530,392","$530,392",-,1991
2377,Rhapsody in August,"$516,431","$516,431",-,1991
2378,Meet the Applegates,"$485,772","$485,772",-,1991
2379,McBain,"$456,127","$456,127",-,1991
2380,Drowning by Numbers,"$424,773","$424,773",-,1991
2381,True Colors,"$418,807","$418,807",-,1991
2382,La Belle Noiseuse,"$399,516","$399,516",-,1991
2383,Dogfight,"$394,631","$394,631",-,1991
2384,Sweet Talker,"$382,510","$382,510",-,1991
2385,American Ninja 4: The Annihilation,"$358,047","$358,047",-,1991
2386,Trust,"$356,122","$356,122",-,1991
2387,Iron & Silk,"$356,077","$356,077",-,1991
2388,Two Evil Eyes,"$349,618","$349,618",-,1991
2389,Dark Obsession,"$336,811","$336,811",-,1991
2390,Talent for the Game,"$336,396","$336,396",-,1991
2391,Pastime,"$267,265","$267,265",-,1991
2392,Journey of Hope,"$261,718","$261,718",-,1991
2393,Closet Land,"$259,012","$259,012",-,1991
2394,Twenty-One,"$256,521","$256,521",-,1991
2395,The National Film Board of Canada's Animation Festival,"$249,167","$249,167",-,1991
2396,Stepping Out,"$246,000","$246,000",-,1991
2397,Young Soul Rebels,"$225,664","$225,664",-,1991
2398,The Indian Runner,"$191,125","$191,125",-,1991
2399,The Ballad of the Sad Cafe,"$184,890","$184,890",-,1991
2400,Bright Angel,"$158,243","$158,243",-,1991
2401,Men of Respect,"$139,155","$139,155",-,1991
2402,Close My Eyes,"$135,893","$135,893",-,1991
2403,Liebestraum,"$133,645","$133,645",-,1991
2404,Open Doors,"$123,470","$123,470",-,1991
2405,The Inner Circle,"$93,292","$93,292",-,1991
2406,Let Him Have It,"$88,686","$88,686",-,1991
2407,Naked Tango,"$81,777","$81,777",-,1991
2408,Crossing the Line,"$59,227","$59,227",-,1991
2409,Shadow of China,"$55,166","$55,166",-,1991
2410,Prisoners of the Sun,"$52,654","$52,654",-,1991
2411,Crooked Hearts,"$30,964","$30,964",-,1991
2412,The Dark Backward,"$28,654","$28,654",-,1991
2413,Lyrisch nitraat,"$26,662","$26,662",-,1991
2414,Opening Night,"$23,488","$23,488",-,1991
2415,Ski School,"$18,476","$18,476",-,1991
2416,The Reflecting Skin,"$17,042","$17,042",-,1991
2417,Convicts,"$13,623","$13,623",-,1991
2418,Robot Carnival,"$10,642","$10,642",-,1991
2419,Blood and Concrete,"$8,780","$8,780",-,1991
2420,Paper Mask,"$7,991","$7,991",-,1991
2421,Resident Alien,"$7,867","$7,867",-,1991
2422,December,"$5,868","$5,868",-,1991
2423,Inspecteur Lavardin,"$2,685","$2,685",-,1991
2424,Scissors,"$2,368","$2,368",-,1991
2425,Cheap Shots,"$2,323","$2,323",-,1991
2426,Aladdin,"$504,050,219","$217,350,219","$286,700,000",1992
2427,The Bodyguard,"$410,945,720","$121,945,720","$289,000,000",1992
2428,Home Alone 2: Lost in New York,"$358,994,850","$173,585,516","$185,409,334",1992
2429,Basic Instinct,"$352,927,224","$117,727,224","$235,200,000",1992
2430,Lethal Weapon 3,"$321,731,527","$144,731,527","$177,000,000",1992
2431,Batman Returns,"$266,822,354","$162,831,698","$103,990,656",1992
2432,A Few Good Men,"$243,240,178","$141,340,178","$101,900,000",1992
2433,Sister Act,"$231,605,150","$139,605,150","$92,000,000",1992
2434,Bram Stoker's Dracula,"$215,862,692","$82,522,790","$133,339,902",1992
2435,Wayne's World,"$183,097,323","$121,697,323","$61,400,000",1992
2436,Patriot Games,"$178,051,587","$83,351,587","$94,700,000",1992
2437,Alien³,"$159,814,498","$55,473,545","$104,340,953",1992
2438,Unforgiven,"$159,157,447","$101,157,447","$58,000,000",1992
2439,Under Siege,"$156,563,139","$83,563,139","$73,000,000",1992
2440,Death Becomes Her,"$149,022,650","$58,422,650","$90,600,000",1992
2441,Beethoven,"$147,214,049","$57,114,049","$90,100,000",1992
2442,Far and Away,"$137,783,840","$58,883,840","$78,900,000",1992
2443,Scent of a Woman,"$134,095,253","$63,095,253","$71,000,000",1992
2444,A League of Their Own,"$132,440,069","$107,533,928","$24,906,141",1992
2445,Boomerang,"$131,052,444","$70,052,444","$61,000,000",1992
2446,Forever Young,"$127,956,187","$55,956,187","$72,000,000",1992
2447,Sneakers,"$105,232,691","$51,432,691","$53,800,000",1992
2448,HouseSitter,"$94,900,635","$58,500,635","$36,400,000",1992
2449,White Men Can't Jump,"$90,753,806","$76,253,806","$14,500,000",1992
2450,The Hand That Rocks the Cradle,"$88,036,683","$88,036,683",-,1992
2451,The Last of the Mohicans,"$75,505,856","$75,505,856",-,1992
2452,Stop! Or My Mom Will Shoot,"$70,611,210","$28,411,210","$42,200,000",1992
2453,My Cousin Vinny,"$64,088,552","$52,929,168","$11,159,384",1992
2454,The Crying Game,"$62,548,947","$62,548,947",-,1992
2455,"Honey, I Blew Up the Kid","$58,662,452","$58,662,452",-,1992
2456,Unlawful Entry,"$57,138,719","$57,138,719",-,1992
2457,Pinocchio 1992 Re-release,"$56,501,437","$18,863,559","$37,637,878",1992
2458,The Mighty Ducks,"$50,752,337","$50,752,337",-,1992
2459,Malcolm X,"$48,169,910","$48,169,910",-,1992
2460,Single White Female,"$48,017,402","$48,017,402",-,1992
2461,The Distinguished Gentleman,"$46,666,502","$46,666,502",-,1992
2462,Medicine Man,"$45,500,797","$45,500,797",-,1992
2463,Passenger 57,"$44,065,653","$44,065,653",-,1992
2464,Shining Through,"$43,838,238","$21,633,781","$22,204,457",1992
2465,A River Runs Through It,"$43,440,294","$43,440,294",-,1992
2466,Encino Man,"$40,693,477","$40,693,477",-,1992
2467,Mo' Money,"$40,227,006","$40,227,006",-,1992
2468,Raising Cain,"$37,170,057","$21,370,057","$15,800,000",1992
2469,Universal Soldier,"$36,299,898","$36,299,898",-,1992
2470,Honeymoon in Vegas,"$35,208,854","$35,208,854",-,1992
2471,FernGully: The Last Rainforest,"$32,710,894","$24,650,296","$8,060,598",1992
2472,The Lawnmower Man,"$32,100,816","$32,100,816",-,1992
2473,The Muppet Christmas Carol,"$31,879,583","$27,281,507","$4,598,076",1992
2474,Sleepwalkers,"$30,524,763","$30,524,763",-,1992
2475,Hoffa,"$29,302,121","$24,276,506","$5,025,615",1992
2476,3 Ninjas,"$29,000,301","$29,000,301",-,1992
2477,Final Analysis,"$28,590,665","$28,590,665",-,1992
2478,Howards End,"$25,966,555","$25,966,555",-,1992
2479,Candyman,"$25,792,310","$25,792,310",-,1992
2480,The Cutting Edge,"$25,105,517","$25,105,517",-,1992
2481,Leap of Faith,"$23,369,283","$23,369,283",-,1992
2482,Toys,"$23,278,931","$23,278,931",-,1992
2483,Prelude to a Kiss,"$22,697,691","$20,006,730","$2,690,961",1992
2484,Thunderheart,"$22,660,758","$22,660,758",-,1992
2485,Captain Ron,"$22,518,097","$22,518,097",-,1992
2486,The Player,"$21,706,101","$21,706,101",-,1992
2487,Consenting Adults,"$21,591,728","$21,591,728",-,1992
2488,Straight Talk,"$21,202,099","$21,202,099",-,1992
2489,Kuffs,"$21,142,815","$21,142,815",-,1992
2490,Mr. Baseball,"$20,883,046","$20,883,046",-,1992
2491,Juice,"$20,146,880","$20,146,880",-,1992
2492,The Babe,"$19,930,973","$17,530,973","$2,400,000",1992
2493,Hero,"$19,507,345","$19,507,345",-,1992
2494,Singles,"$18,471,850","$18,471,850",-,1992
2495,Used People,"$17,957,265","$17,957,265",-,1992
2496,Freejack,"$17,129,026","$17,129,026",-,1992
2497,Pet Sematary II,"$17,092,453","$17,092,453",-,1992
2498,Deep Cover,"$16,639,799","$16,639,799",-,1992
2499,Buffy the Vampire Slayer,"$16,624,456","$16,624,456",-,1992
2500,Pure Country,"$15,164,458","$15,164,458",-,1992
2501,Ladybugs,"$14,796,494","$14,796,494",-,1992
2502,School Ties,"$14,715,067","$14,715,067",-,1992
2503,City of Joy,"$14,683,921","$14,683,921",-,1992
2504,Memoirs of an Invisible Man,"$14,358,033","$14,358,033",-,1992
2505,Rapid Fire,"$14,356,479","$14,356,479",-,1992
2506,Cool World,"$14,110,589","$14,110,589",-,1992
2507,Mr. Saturday Night,"$13,351,357","$13,351,357",-,1992
2508,The Great Mouse Detective 1992 Re-release,"$13,288,756","$13,288,756",-,1992
2509,Class Act,"$13,272,113","$13,272,113",-,1992
2510,Trespass,"$13,249,535","$13,249,535",-,1992
2511,Enchanted April,"$13,200,170","$13,200,170",-,1992
2512,American Me,"$13,086,430","$13,086,430",-,1992
2513,Hellraiser III: Hell on Earth,"$12,534,961","$12,534,961",-,1992
2514,A Stranger Among Us,"$12,282,994","$12,282,994",-,1992
2515,Rock-A-Doodle,"$11,657,385","$11,657,385",-,1992
2516,Jennifer 8,"$11,390,479","$11,390,479",-,1992
2517,Whispers in the Dark,"$11,124,511","$11,124,511",-,1992
2518,Stay Tuned,"$10,736,401","$10,736,401",-,1992
2519,Glengarry Glen Ross,"$10,725,228","$10,725,228",-,1992
2520,Husbands and Wives,"$10,555,619","$10,555,619",-,1992
2521,Chaplin,"$9,493,259","$9,493,259",-,1992
2522,Gladiator,"$9,223,441","$9,223,441",-,1992
2523,White Sands,"$9,011,574","$9,011,574",-,1992
2524,Once Upon a Crime...,"$8,669,847","$8,669,847",-,1992
2525,Bébé's Kids,"$8,442,162","$8,442,162",-,1992
2526,Dr. Giggles,"$8,403,433","$8,403,433",-,1992
2527,Christopher Columbus: The Discovery,"$8,251,071","$8,251,071",-,1992
2528,Damage,"$7,532,911","$7,532,911",-,1992
2529,Mississippi Masala,"$7,308,786","$7,308,786",-,1992
2530,Sarafina!,"$7,306,242","$7,306,242",-,1992
2531,1492: Conquest of Paradise,"$7,191,399","$7,191,399",-,1992
2532,The Mambo Kings,"$6,742,168","$6,742,168",-,1992
2533,Article 99,"$6,375,979","$6,375,979",-,1992
2534,Night and the City,"$6,202,756","$6,202,756",-,1992
2535,Folks!,"$6,132,924","$6,132,924",-,1992
2536,Indochine,"$5,603,158","$5,603,158",-,1992
2537,Wind,"$5,519,569","$5,519,569",-,1992
2538,Of Mice and Men,"$5,471,088","$5,471,088",-,1992
2539,Split Second,"$5,430,822","$5,430,822",-,1992
2540,Innocent Blood,"$4,943,279","$4,943,279",-,1992
2541,The Playboys,"$4,906,900","$4,906,900",-,1992
2542,The Lover,"$4,899,194","$4,899,194",-,1992
2543,Diggstown,"$4,836,637","$4,836,637",-,1992
2544,Passion Fish,"$4,814,619","$4,814,619",-,1992
2545,Radio Flyer,"$4,651,977","$4,651,977",-,1992
2546,Blade Runner The Final Cut,"$4,642,280","$3,740,330","$901,950",1992
2547,Mediterraneo,"$4,532,791","$4,532,791",-,1992
2548,Bob Roberts,"$4,479,470","$4,479,470",-,1992
2549,Twin Peaks: Fire Walk with Me,"$4,160,851","$4,160,851",-,1992
2550,Man Trouble,"$4,096,030","$4,096,030",-,1992
2551,Peter's Friends,"$4,058,564","$4,058,564",-,1992
2552,Passed Away,"$4,030,793","$4,030,793",-,1992
2553,The Gun in Betty Lou's Handbag,"$3,721,911","$3,721,911",-,1992
2554,Traces of Red,"$3,206,714","$3,206,714",-,1992
2555,K2,"$3,106,559","$3,106,559",-,1992
2556,Blame It on the Bellboy,"$3,104,545","$3,104,545",-,1992
2557,Tous les matins du monde,"$3,089,497","$3,089,497",-,1992
2558,The Public Eye,"$3,067,917","$3,067,917",-,1992
2559,CrissCross,"$3,052,738","$3,052,738",-,1992
2560,This Is My Life,"$2,922,094","$2,922,094",-,1992
2561,Reservoir Dogs,"$2,832,029","$2,832,029",-,1992
2562,The Power of One,"$2,827,107","$2,827,107",-,1992
2563,Newsies,"$2,819,485","$2,819,485",-,1992
2564,Year of the Comet,"$2,791,515","$2,791,515",-,1992
2565,Shadows and Fog,"$2,735,731","$2,735,731",-,1992
2566,Raise the Red Lantern,"$2,603,061","$2,603,061",-,1992
2567,Aces: Iron Eagle III,"$2,517,600","$2,517,600",-,1992
2568,Flirting,"$2,415,396","$2,415,396",-,1992
2569,Love Crimes,"$2,287,928","$2,287,928",-,1992
2570,Noises Off...,"$2,280,148","$2,280,148",-,1992
2571,A Brief History of Time,"$2,279,692","$2,279,692",-,1992
2572,Mom and Dad Save the World,"$2,034,470","$2,034,470",-,1992
2573,Gate 2: The Trespassers,"$2,032,973","$2,032,973",-,1992
2574,Bad Lieutenant,"$2,019,469","$2,000,022","$19,447",1992
2575,Night on Earth,"$2,015,810","$2,015,810",-,1992
2576,Poison Ivy,"$1,829,804","$1,829,804",-,1992
2577,Delicatessen,"$1,794,187","$1,794,187",-,1992
2578,The Waterdance,"$1,723,319","$1,723,319",-,1992
2579,Casablanca 1992 Re-release,"$1,719,913","$1,719,913",-,1992
2580,Out on a Limb,"$1,659,542","$1,659,542",-,1992
2581,Daughters of the Dust,"$1,642,436","$1,642,436",-,1992
2582,Zebrahead,"$1,557,771","$1,557,771",-,1992
2583,One False Move,"$1,543,112","$1,543,112",-,1992
2584,A Midnight Clear,"$1,526,697","$1,526,697",-,1992
2585,Leaving Normal,"$1,514,114","$1,514,114",-,1992
2586,Where Angels Fear to Tread,"$1,403,033","$1,403,033",-,1992
2587,South Central,"$1,373,196","$1,373,196",-,1992
2588,Little Nemo: Adventures in Slumberland,"$1,368,000","$1,368,000",-,1992
2589,Gas Food Lodging,"$1,342,613","$1,342,613",-,1992
2590,Brother's Keeper,"$1,305,915","$1,305,915",-,1992
2591,Spike & Mike's Festival of Animation Volume 1,"$1,268,529","$1,268,529",-,1992
2592,The Best Intentions,"$1,253,106","$1,253,106",-,1992
2593,Toto the Hero,"$1,228,153","$1,228,153",-,1992
2594,The Hairdresser's Husband,"$1,217,084","$1,217,084",-,1992
2595,Freddie as F.R.O.7.,"$1,119,368","$1,119,368",-,1992
2596,Mistress,"$1,102,469","$1,102,469",-,1992
2597,Waterland,"$1,100,218","$1,100,218",-,1992
2598,Steeper & Deeper,"$1,076,685","$1,076,685",-,1992
2599,Light Sleeper,"$1,055,987","$1,050,861","$5,126",1992
2600,Europa,"$1,007,001","$1,007,001",-,1992
2601,35 Up,"$922,872","$922,872",-,1992
2602,Ruby,"$919,286","$919,286",-,1992
2603,Brain Donors,"$918,239","$918,239",-,1992
2604,Rampage,"$796,368","$796,368",-,1992
2605,Cabeza de Vaca,"$789,127","$789,127",-,1992
2606,Turtle Beach,"$778,535","$778,535",-,1992
2607,Love Potion No. 9,"$754,935","$754,935",-,1992
2608,Edward II,"$694,438","$694,438",-,1992
2609,The Living End,"$692,585","$692,585",-,1992
2610,Johnny Stecchino,"$626,057","$626,057",-,1992
2611,Wild Orchid II: Two Shades of Blue,"$573,904","$573,904",-,1992
2612,Incident at Oglala,"$536,848","$536,848",-,1992
2613,Proof,"$524,668","$524,668",-,1992
2614,Voyager,"$516,517","$516,517",-,1992
2615,Crossing the Bridge,"$479,676","$479,676",-,1992
2616,Danzón,"$450,501","$450,501",-,1992
2617,Storyville,"$422,503","$422,503",-,1992
2618,The Adjuster,"$396,573","$396,573",-,1992
2619,Where the Day Takes You,"$390,152","$390,152",-,1992
2620,Close to Eden,"$377,832","$377,832",-,1992
2621,Monster in a Box,"$311,245","$311,245",-,1992
2622,The Panama Deception,"$309,596","$309,596",-,1992
2623,Hard Promises,"$306,319","$306,319",-,1992
2624,Becoming Colette,"$272,931","$272,931",-,1992
2625,Big Girls Don't Cry... They Get Even,"$271,327","$271,327",-,1992
2626,American Dream,"$269,823","$269,823",-,1992
2627,In the Soup,"$256,249","$256,249",-,1992
2628,Falling from Grace,"$231,826","$231,826",-,1992
2629,Under Suspicion,"$221,295","$221,295",-,1992
2630,Terminal Bliss,"$215,500","$215,500",-,1992
2631,Van Gogh,"$193,205","$193,205",-,1992
2632,"Dancing/The Song of Wolfgang the Intrepid, the Glorious Destroyer of Dragons/A Smaller World/The Green Beret/Weeds/The Tale of Nippoless Nippleby/Office Space/The Boss/Unsavory Avery/Rrring/Pre-Hysterical Daze","$181,273","$181,273",-,1992
2633,The Efficiency Expert,"$179,469","$179,469",-,1992
2634,London Kills Me,"$170,667","$170,667",-,1992
2635,My New Gun,"$169,600","$169,600",-,1992
2636,Roadside Prophets,"$147,724","$147,724",-,1992
2637,Simple Men,"$141,554","$141,554",-,1992
2638,Intervista,"$138,608","$138,608",-,1992
2639,Shakes the Clown,"$115,103","$115,103",-,1992
2640,Cold Heaven,"$99,219","$99,219",-,1992
2641,Johnny Suede,"$90,091","$90,091",-,1992
2642,Brenda Starr,"$67,878","$67,878",-,1992
2643,Afraid of the Dark,"$53,932","$53,932",-,1992
2644,Breaking the Rules,"$52,285","$52,285",-,1992
2645,Feed,"$45,488","$45,488",-,1992
2646,Bed & Breakfast,"$44,947","$44,947",-,1992
2647,Bloodfist III: Forced to Fight,"$35,154","$35,154",-,1992
2648,Diary of a Hitman,"$31,815","$31,815",-,1992
2649,Highway to Hell,"$26,055","$26,055",-,1992
2650,A Fine Romance,"$16,497","$16,497",-,1992
2651,Jumpin' at the Boneyard,"$15,706","$15,706",-,1992
2652,Rubin and Ed,"$15,675","$15,675",-,1992
2653,Drive,"$15,084","$15,084",-,1992
2654,Oxen,"$14,513","$14,513",-,1992
2655,Fathers & Sons,"$6,960","$6,960",-,1992
2656,Night and Day,"$6,397","$6,397",-,1992
2657,The Vagrant,"$5,900","$5,900",-,1992
2658,Who Shot Pat?,"$2,343","$2,343",-,1992
2659,High Strung,$904,$904,-,1992
2660,Jurassic Park,"$912,667,947","$357,067,947","$555,600,000",1993
2661,Mrs. Doubtfire,"$441,286,195","$219,195,243","$222,090,952",1993
2662,The Fugitive,"$368,875,760","$183,875,760","$185,000,000",1993
2663,Schindler's List,"$321,306,305","$96,065,768","$225,240,537",1993
2664,The Firm,"$270,248,367","$158,348,367","$111,900,000",1993
2665,Indecent Proposal,"$266,614,059","$106,614,059","$160,000,000",1993
2666,Cliffhanger,"$255,000,211","$84,049,211","$170,951,000",1993
2667,Sleepless in Seattle,"$227,799,884","$126,680,884","$101,119,000",1993
2668,Philadelphia,"$206,678,440","$77,446,440","$129,232,000",1993
2669,The Pelican Brief,"$195,268,056","$100,768,056","$94,500,000",1993
2670,In the Line of Fire,"$176,997,168","$102,314,823","$74,682,345",1993
2671,Cool Runnings,"$154,856,263","$68,856,263","$86,000,000",1993
2672,Free Willy,"$153,698,625","$77,698,625","$76,000,000",1993
2673,Sommersby,"$140,081,992","$50,081,992","$90,000,000",1993
2674,Last Action Hero,"$137,298,489","$50,016,394","$87,282,095",1993
2675,A Perfect World,"$135,130,999","$31,130,999","$104,000,000",1993
2676,Hot Shots! Part Deux,"$133,752,825","$38,922,972","$94,829,853",1993
